Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
JournalMotors,sedan,4,2004,"126,619 SAR",2008,"63,872 SAR",35796,9.29,4WD,premium,Madinah,10,3,Black,individual,0
Masda,suv,6,2002,"108,662 SAR",2005,"75,302 SAR",65801,6.61,2WD,premium,Medina,3,3,Gray,individual,0
Toyoda,SUV,6,2001,"91,313 SAR",2007,"47,136 SAR",288448,8.38,2WD,standard,Makkah,-3,2,Black,individual,1
Toyoda,sedan,4,2004,"64,601 SAR",2008,"39,448 SAR",81809,11.54,2WD,standard,Jeddah,5,2,White,individual,0
Shevy,SUV,4,2000,"104,443 SAR",2003,"65,322 SAR",139435,5.53,2WD,standard,Medina,1,3,White,company,1
JournalMotors,sedan,6,2006,"78,413 SAR",2010,"35,698 SAR",150661,7.98,2WD,standard,Makkah,9,4,Black,individual,0
Shevy,sedan,4,2006,"94,096 SAR",2011,"39,743 SAR",181201,4.7,4WD,standard,Riyadh,5,1,Silver,company,0
Toyoda,crossover,4,2000,,2005,"42,399 SAR",94039,16.65,2WD,standard,Madinah,7,3,Silver,company,0
Nesshan,SEDAN,8,1999,,2001,"62,160 SAR",103557000mts,15.81,4WD,premium,Madinah,1,2,White,individual,0
Wolksvagon,suv,6,2005,,2012,"53,707 SAR",126974,8.77,2WD,standard,Dammam,7,2,Red,individual,1
Toyoda,suv,6,2009,"106,988 SAR",2010,"88,586 SAR",7576,6.87,2WD,standard,DMM,7,2,Red,individual,0
Fourd,SUV,4,2005,,2012,"52,034 SAR",273165,8.59,2WD,standard,Mecca,-3,2,Black,individual,0
Shevy,suv,4,2008,"122,372 SAR",2015,"49,698 SAR",149111000mts,3.12,2WD,standard,DMM,8,4,White,individual,0
Wolksvagon,sedan,4,2004,"77,522 SAR",2007,"52,822 SAR",50415,10.86,4WD,standard,Dhahran,4,4,Gray,individual,1
Shevy,sedan,4,2000,"69,628 SAR",2004,"33,367 SAR",75589000mts,5.38,2WD,standard,Jeddah,-5,4,White,individual,0
Toyoda,sedan,6,2002,,2008,"34,799 SAR",224474,12.56,4WD,standard,RYD,5,4,Black,individual,0
JournalMotors,sedan,4,2006,"94,096 SAR",2010,"40,584 SAR",203989000mts,7.73,4WD,standard,Dammam,8,4,White,individual,0
Masda,crossover,4,2005,,2011,"48,431 SAR",107055000mts,14.24,2WD,premium,RYD,-2,2,Black,individual,0
Masda,CROSSOVER,4,2005,"65,893 SAR",2011,"32,691 SAR",123797,13.99,2WD,standard,Makkah,9,3,Gray,company,1
Fourd,sedan,4,2007,"79,981 SAR",2013,"39,890 SAR",112566,6.01,2WD,standard,Mecca,2,1,Black,company,1
Shevy,suv,4,2007,"167,961 SAR",2009,"110,074 SAR",14941,4.02,2WD,premium,Medina,8,2,Silver,company,1
Honta,SUV,4,2008,,2010,"57,140 SAR",95577,14.27,2WD,standard,Dammam,-2,4,Black,individual,1
Nesshan,sedan,6,2003,"52,779 SAR",2007,"29,426 SAR",87741,14.57,2WD,standard,Madinah,7,3,Gray,individual,0
Shevy,suv,4,2001,"106,532 SAR",2008,"45,542 SAR",147933,3.59,2WD,standard,DMM,8,2,Silver,company,0
BeEmW,crossover,4,1997,"78,735 SAR",2000,"49,366 SAR",59654,7.28,2WD,standard,Dhahran,1,2,White,individual,0
JournalMotors,suv,4,1994,,1997,"62,801 SAR",27690,6.59,4WD,standard,Madinah,6,3,Gray,individual,0
Shevy,crossover,4,1998,,1999,"62,622 SAR",39898,4.32,4WD,standard,AdDhahran,5,3,Black,individual,0
JournalMotors,sedan,6,2003,"73,890 SAR",2006,"41,696 SAR",65060,7.64,2WD,standard,AdDhahran,7,1,Silver,individual,0
Shevy,SUV,4,1991,,1992,"66,418 SAR",12543000mts,6.34,2WD,standard,Makkah,2,1,Black,individual,0
Huendae,suv,4,2000,"74,602 SAR",2007,"37,011 SAR",128067,11.95,2WD,standard,Jeddah,6,3,White,individual,1
JournalMotors,SUV,4,2006,"117,620 SAR",2013,"47,768 SAR",292830,7.63,2WD,standard,Madinah,8,3,Silver,individual,0
Fourd,suv,4,2004,,2007,"76,554 SAR",34853000mts,5.16,4WD,standard,DMM,7,1,Silver,individual,0
Toyoda,SEDAN,8,1998,,2001,"57,602 SAR",28170000mts,10.53,2WD,premium,Dhahran,-5,3,Black,company,1
Nesshan,sedan,6,2002,"51,744 SAR",2005,"37,275 SAR",57806,18.34,2WD,standard,Dammam,8,1,Gray,individual,1
Wolksvagon,sedan,4,1999,"58,511 SAR",2001,"44,207 SAR",22213,10.63,2WD,standard,Madinah,4,3,Red,company,0
Huendae,SEDAN,4,2001,"85,225 SAR",2006,"46,067 SAR",107404,21.74,4WD,premium,AdDhahran,-2,1,Brown,individual,0
Shevy,sedan,6,2000,"69,628 SAR",2002,"45,631 SAR",32482000mts,4.5,2WD,standard,Jeddah,12,2,Blue,individual,1
JournalMotors,SEDAN,6,1997,,2000,"35,173 SAR",131312,3.94,2WD,standard,JED,12,2,White,individual,0
Fourd,SUV,4,2004,"113,052 SAR",2011,"56,384 SAR",96221,7.34,2WD,standard,DMM,3,2,Red,company,1
Masda,crossover,4,2007,"68,555 SAR",2007,"51,309 SAR",1191000mts,16.2,2WD,standard,Mecca,7,1,Silver,individual,0
Toyoda,crossover,4,1999,,2004,"43,877 SAR",247897,15.25,2WD,standard,Riyadh,0,2,Gray,company,0
Shevy,sedan,8,2003,,2005,"46,118 SAR",18446,5.12,2WD,standard,Jeddah,9,1,Gray,individual,0
Shevy,crossover,4,1994,"124,646 SAR",1998,"66,370 SAR",147666,5.52,4WD,premium,Madinah,2,3,White,individual,0
Nesshan,sedan,6,1998,,2004,"23,603 SAR",127132,19.36,2WD,standard,Dhahran,-2,4,Gray,individual,0
Honta,suv,4,2002,,2005,"48,409 SAR",60006,10.52,2WD,standard,Madinah,-5,3,Black,company,0
Huendae,suv,4,2006,"84,014 SAR",2012,"37,711 SAR",219152,10.37,2WD,standard,Dammam,7,3,Gray,individual,0
Wolksvagon,sedan,8,2004,"64,601 SAR",2009,"38,631 SAR",87182,10.53,2WD,standard,Jeddah,3,2,Gray,individual,0
Huendae,crossover,4,2004,,2005,"48,484 SAR",45591000mts,21.89,2WD,standard,Medina,13,4,Black,individual,0
Fourd,suv,4,1993,"109,109 SAR",1999,"48,976 SAR",118395,8.68,4WD,standard,Dammam,-2,1,Black,individual,1
Masda,CROSSOVER,4,2002,"74,511 SAR",2010,"23,470 SAR",69341000mts,12.6,4WD,standard,Riyadh,-3,2,Black,individual,0
Toyoda,suv,4,1995,"97,300 SAR",2001,"47,835 SAR",69471,9.61,4WD,standard,JED,8,4,Red,company,0
Masda,SUV,4,2002,"108,662 SAR",2007,"53,396 SAR",100883,12.7,2WD,premium,Riyadh,-2,1,Black,company,0
Shevy,sedan,4,1997,,2002,"30,629 SAR",93175,9.24,2WD,standard,Medina,10,2,Gray,individual,1
Honta,sedan,4,2004,"53,834 SAR",2006,"38,994 SAR",19240000mts,11.31,2WD,standard,RYD,4,1,Gray,individual,1
Fourd,SEDAN,6,2002,"86,930 SAR",2002,"56,189 SAR",1198,5.13,4WD,standard,Makkah,5,2,Black,company,1
Toyoda,crossover,4,1995,"64,866 SAR",2000,"40,729 SAR",59750,13.94,2WD,standard,Makkah,2,3,Gray,individual,1
Masda,sedan,4,2002,"51,744 SAR",2005,"39,444 SAR",48420,15.33,2WD,standard,DMM,3,2,Silver,individual,0
Shevy,SUV,4,1998,"120,465 SAR",2004,"57,220 SAR",115597000mts,7.82,4WD,standard,RYD,-5,3,Gray,individual,0
Shevy,sedan,4,2005,,2009,"38,682 SAR",157428,8.48,2WD,standard,Dhahran,12,1,Black,individual,1
Masda,CROSSOVER,4,1995,"54,055 SAR",1995,"36,779 SAR",590,11.83,2WD,standard,Riyadh,4,3,Gray,individual,0
Toyoda,SUV,4,2003,"114,002 SAR",2006,"77,874 SAR",38659000mts,10.62,4WD,standard,Jeddah,9,3,Black,individual,0
Geep,crossover,4,1997,"78,735 SAR",2004,"35,342 SAR",70695000mts,4.32,2WD,standard,Riyadh,9,1,Black,company,1
Shevy,crossover,4,2002,,2004,"65,108 SAR",39816000mts,7.6,4WD,standard,Jeddah,5,3,Black,individual,0
Fourd,crossover,4,2003,"106,402 SAR",2007,"53,674 SAR",81632,7.26,4WD,standard,RYD,7,1,Red,individual,0
Shevy,sedan,4,1999,"114,682 SAR",2002,"64,715 SAR",17842,9.42,4WD,premium,Makkah,-5,2,Black,individual,0
JournalMotors,crossover,8,1996,,2000,"45,428 SAR",75023,2.76,2WD,standard,Medina,1,2,Silver,company,1
JournalMotors,suv,6,2005,"115,313 SAR",2009,"55,261 SAR",160582000mts,6.5,2WD,standard,Dammam,-2,2,Black,individual,0
JournalMotors,sedan,8,2008,"97,897 SAR",2014,"39,758 SAR",53756,2.87,4WD,standard,Madinah,-3,4,Black,individual,0
Honta,SEDAN,4,1998,"47,803 SAR",2001,"34,436 SAR",65160000mts,19.53,2WD,standard,Dhahran,8,1,Brown,individual,1
Shevy,suv,4,2001,"149,145 SAR",2008,"70,843 SAR",142566,3.09,2WD,premium,Dammam,-3,1,White,individual,0
Toyoda,SUV,4,1999,"105,321 SAR",2002,"64,930 SAR",121847,13.13,4WD,standard,JED,6,4,Silver,individual,0
Shevy,crossover,4,2005,,2010,"43,293 SAR",61560000mts,7.17,2WD,standard,Makkah,3,4,Blue,individual,0
Toyoda,SUV,6,2004,"96,902 SAR",2008,"62,460 SAR",180496000mts,9.28,2WD,standard,Dammam,-3,3,Silver,individual,0
Honta,sedan,8,2006,"56,009 SAR",2011,"28,898 SAR",85773,12.69,2WD,standard,Dammam,-5,2,White,individual,1
Honta,suv,6,2006,,2011,"57,798 SAR",43553,13.04,2WD,premium,Dammam,7,2,Silver,individual,0
Huendae,crossover,4,1999,,2000,"75,690 SAR",22155000mts,19.81,2WD,premium,Mecca,2,1,Gray,company,0
Toyoda,crossover,4,2000,"85,942 SAR",2002,"64,933 SAR",44381,13.4,4WD,standard,AdDhahran,10,2,Black,individual,0
Toyoda,sedan,4,2007,"68,555 SAR",2010,"49,171 SAR",69101,12.32,2WD,standard,Medina,-5,1,Black,company,1
Shevy,suv,6,1997,,1999,"61,428 SAR",43644,5.3,2WD,standard,Dammam,6,3,Silver,individual,0
Toyoda,sedan,4,2001,,2005,"38,846 SAR",138154000mts,19.97,2WD,standard,Madinah,-5,1,White,company,0
Wolksvagon,suv,4,2007,"102,833 SAR",2012,"55,344 SAR",37809000mts,9.86,2WD,standard,Makkah,12,3,Gray,individual,0
Huendae,sedan,6,2007,"57,129 SAR",2010,"35,275 SAR",151213000mts,17.67,2WD,standard,Jeddah,5,3,Black,individual,0
Huendae,SEDAN,4,2006,,2010,"41,220 SAR",91330,23.0,4WD,standard,Makkah,7,2,Black,individual,0
Nesshan,suv,4,2005,"98,840 SAR",2010,"48,448 SAR",212765000mts,13.52,4WD,standard,Jeddah,4,3,White,company,1
JournalMotors,SUV,8,1999,,2002,"57,637 SAR",124224000mts,3.58,2WD,standard,DMM,4,2,Gray,individual,1
Masda,suv,4,2004,"113,052 SAR",2009,"55,553 SAR",106281,9.96,2WD,premium,Mecca,4,2,White,individual,0
Huendae,crossover,4,1997,"56,239 SAR",2002,"28,879 SAR",31304,16.36,2WD,standard,Riyadh,-5,4,Brown,individual,0
Fourd,suv,6,1996,,2004,"24,687 SAR",324744000mts,3.4,2WD,standard,Riyadh,7,1,Gray,individual,1
Nesshan,sedan,4,1991,"49,939 SAR",1999,"17,303 SAR",143540,18.55,4WD,standard,DMM,-5,1,Silver,individual,0
Masda,sedan,6,2005,"54,911 SAR",2007,"37,880 SAR",35836,11.29,2WD,standard,Madinah,-3,3,Silver,individual,0
Wolksvagon,sedan,4,2004,"90,442 SAR",2007,"75,510 SAR",36280,15.79,2WD,premium,Jeddah,3,1,White,individual,0
Nesshan,suv,6,1999,"87,767 SAR",2002,"52,003 SAR",118452,11.07,4WD,standard,AdDhahran,6,2,Brown,individual,0
Fourd,suv,6,1998,,2001,"71,377 SAR",29353,4.33,4WD,standard,Madinah,-5,3,Blue,individual,1
Honta,CROSSOVER,4,2005,"79,072 SAR",2012,"41,512 SAR",133138,13.57,4WD,standard,Riyadh,-5,2,Blue,individual,0
JournalMotors,sedan,4,2007,,2015,"20,515 SAR",186307,7.66,2WD,standard,Dammam,-2,2,Silver,individual,0
JournalMotors,sedan,8,1998,"66,925 SAR",2004,"30,124 SAR",274596,3.39,2WD,standard,Makkah,3,4,Brown,company,1
Nesshan,sedan,4,1998,"66,925 SAR",2000,"59,249 SAR",23033,20.63,2WD,premium,JED,3,2,Gray,company,1
Nesshan,sedan,4,2001,"50,729 SAR",2004,"36,737 SAR",135950000mts,17.76,2WD,standard,Makkah,3,3,White,individual,0
Toyoda,crossover,4,1996,"66,164 SAR",2001,"37,211 SAR",193821,17.63,2WD,standard,DMM,-5,3,Gray,individual,0
Geep,sedan,4,2000,,2003,"35,361 SAR",161280,7.67,2WD,standard,Dhahran,11,2,Black,individual,0
Honta,sedan,8,1997,"65,612 SAR",2003,"36,168 SAR",140626000mts,7.12,2WD,premium,Dhahran,3,3,Black,individual,1
JournalMotors,sedan,4,2006,,2012,"38,214 SAR",299455,9.17,4WD,standard,RYD,8,2,Silver,individual,0
Fourd,sedan,4,2007,,2015,"19,489 SAR",318071,9.67,2WD,standard,Makkah,5,1,Black,company,0
Honta,suv,8,2003,,2004,"59,851 SAR",19713,8.15,2WD,standard,RYD,9,2,Black,individual,0
Geep,CROSSOVER,8,2002,"104,316 SAR",2008,"42,365 SAR",216003,2.65,4WD,standard,Makkah,-2,3,Gray,individual,0
Fourd,CROSSOVER,4,1999,"137,619 SAR",2001,"85,894 SAR",24914000mts,9.28,4WD,premium,Dhahran,8,2,Red,company,0
Huendae,SUV,6,2002,,2007,"44,497 SAR",96100,14.23,2WD,standard,RYD,3,2,Gray,individual,1
Fourd,sedan,4,1994,,1998,"37,333 SAR",181334,4.56,4WD,standard,Dammam,6,1,Silver,individual,1
Honta,sedan,4,2005,"54,911 SAR",2009,"33,592 SAR",43060000mts,18.63,2WD,standard,Jeddah,11,4,Black,individual,1
Fourd,crossover,4,2003,"88,668 SAR",2004,"60,648 SAR",12060,5.04,2WD,standard,Riyadh,6,2,Gray,individual,0
JournalMotors,crossover,6,1999,,2006,"36,770 SAR",156957000mts,8.01,2WD,standard,Madinah,4,2,White,individual,1
Honta,crossover,8,2004,"77,522 SAR",2008,"43,222 SAR",82875000mts,9.03,4WD,standard,Makkah,9,3,Black,individual,0
Huendae,suv,4,2003,,2008,"40,848 SAR",117086000mts,9.85,2WD,standard,Jeddah,-3,2,Silver,company,1
JournalMotors,SUV,8,1999,"102,395 SAR",2005,"43,773 SAR",64792,2.9,2WD,standard,AdDhahran,-2,2,Black,individual,0
JournalMotors,sedan,8,2001,"99,430 SAR",2005,"50,157 SAR",84325,4.06,2WD,premium,Makkah,-3,2,Black,individual,0
Fourd,suv,4,1993,"152,752 SAR",2000,"58,934 SAR",271979,6.45,4WD,premium,Jeddah,-5,4,Black,individual,0
Toyoda,crossover,6,1997,,1999,"48,440 SAR",85530,10.58,2WD,standard,Makkah,4,3,Gray,individual,0
Shevy,CROSSOVER,4,1997,,2001,"39,717 SAR",89147,6.54,2WD,standard,Madinah,6,1,Black,individual,0
Nesshan,CROSSOVER,4,2009,"119,826 SAR",2013,"69,815 SAR",159464000mts,16.03,4WD,premium,Madinah,6,2,Blue,company,0
Shevy,suv,4,2007,"119,972 SAR",2009,"83,200 SAR",37036,4.87,2WD,standard,Dhahran,3,2,Gray,company,0
Shevy,SUV,4,2008,"146,846 SAR",2011,"78,721 SAR",120641000mts,3.45,4WD,standard,RYD,10,1,Gray,individual,0
Huendae,sedan,4,1999,"48,759 SAR",2002,"35,124 SAR",31440,21.6,2WD,standard,Madinah,4,2,White,individual,1
Fourd,SUV,4,2006,,2007,"118,264 SAR",11957,5.12,2WD,premium,Makkah,-5,3,Silver,company,1
JournalMotors,suv,8,2004,"113,052 SAR",2011,"48,329 SAR",68914,2.08,2WD,standard,Riyadh,-3,3,White,company,0
Toyoda,sedan,4,2002,"74,511 SAR",2005,"53,443 SAR",23314,14.01,4WD,standard,Madinah,4,2,White,individual,1
Fourd,suv,8,1994,"92,742 SAR",1999,"41,233 SAR",112761,1.76,2WD,standard,Dhahran,8,2,Silver,individual,0
Honta,crossover,8,1996,"55,136 SAR",2000,"30,741 SAR",80822,8.72,2WD,standard,DMM,-2,2,Gray,individual,0
Geep,SEDAN,8,2000,,2006,"26,789 SAR",308463,4.25,2WD,standard,Makkah,5,2,Gray,company,0
Toyoda,sedan,4,2004,,2009,"38,245 SAR",105269,22.42,2WD,standard,AdDhahran,6,1,Red,individual,0
Toyoda,SEDAN,4,1994,,2001,"36,201 SAR",148451000mts,20.36,4WD,standard,JED,-2,2,Gray,individual,0
Toyoda,sedan,4,2004,"90,442 SAR",2008,"60,751 SAR",35566000mts,17.69,2WD,premium,Dammam,4,2,Gray,company,0
Nesshan,suv,6,1994,"66,244 SAR",1999,"34,179 SAR",73963000mts,12.25,2WD,standard,Jeddah,10,3,White,individual,1
Shevy,sedan,4,2004,"75,368 SAR",2006,"42,454 SAR",89885,8.02,2WD,standard,RYD,-2,4,Black,individual,0
Nesshan,crossover,6,1998,"57,364 SAR",2002,"33,422 SAR",175891,16.38,2WD,standard,Madinah,-5,3,Brown,individual,0
Fourd,sedan,4,1995,"63,065 SAR",2000,"25,234 SAR",253720,11.74,2WD,standard,Jeddah,11,2,Silver,individual,0
Masda,SUV,6,1999,,2007,"21,771 SAR",159769000mts,12.83,2WD,standard,RYD,10,1,Brown,individual,1
Nesshan,sedan,4,2004,"90,442 SAR",2007,"62,676 SAR",51798,14.14,4WD,premium,Dhahran,-3,3,Gray,individual,0
Huendae,sedan,4,1995,,1999,"27,557 SAR",34270000mts,23.8,2WD,standard,Dammam,7,4,White,individual,1
Fourd,suv,4,2000,"125,332 SAR",2002,"82,571 SAR",82265000mts,3.74,4WD,standard,AdDhahran,-3,2,Gray,company,0
Toyoda,SEDAN,6,2003,,2009,"36,052 SAR",108337,15.02,2WD,standard,DMM,10,1,Gray,individual,0
Geep,SUV,4,1998,"120,465 SAR",2003,"53,558 SAR",55302,7.63,4WD,standard,Dammam,7,3,Black,individual,0
Honta,sedan,4,1996,"55,136 SAR",1998,"41,839 SAR",27688,22.11,4WD,standard,RYD,4,2,Gray,individual,0
Nesshan,sedan,6,2003,"52,779 SAR",2010,"27,431 SAR",55802,18.8,2WD,standard,Dammam,7,2,Silver,individual,0
JournalMotors,sedan,4,1999,"68,263 SAR",2004,"30,349 SAR",88885,6.3,2WD,standard,Mecca,7,3,Gray,individual,0
Shevy,sedan,4,1999,"81,916 SAR",2001,"53,684 SAR",27707000mts,6.28,4WD,standard,Mecca,8,2,Blue,individual,1
Honta,suv,6,2005,"82,367 SAR",2011,"38,918 SAR",94390,11.18,2WD,standard,Dhahran,6,2,White,company,0
Honta,CROSSOVER,8,2005,,2009,"36,738 SAR",80076,6.91,2WD,standard,Jeddah,8,3,White,company,0
Huendae,suv,4,2004,"96,902 SAR",2013,"27,471 SAR",62981,11.66,4WD,standard,Riyadh,4,2,Blue,individual,0
Honta,sedan,4,2004,"53,834 SAR",2005,"44,768 SAR",17116,22.63,2WD,standard,Dammam,-2,2,Black,individual,0
Fourd,sedan,4,2001,,2006,"37,796 SAR",204824,10.53,4WD,standard,AdDhahran,5,3,Black,individual,1
JournalMotors,SEDAN,4,1999,,2000,"65,368 SAR",19661,6.69,4WD,standard,Madinah,1,2,Silver,individual,1
Masda,sedan,4,1995,"63,065 SAR",2000,"32,384 SAR",233243000mts,20.28,2WD,premium,Mecca,-3,1,Gray,individual,0
JournalMotors,sedan,4,1999,"68,263 SAR",2000,"44,357 SAR",36282000mts,6.29,2WD,standard,Riyadh,-5,1,White,individual,0
Fourd,sedan,8,2002,"72,441 SAR",2009,"31,054 SAR",310325000mts,5.16,2WD,standard,Madinah,-3,4,White,individual,0
Masda,CROSSOVER,8,1997,,2000,"49,107 SAR",68071000mts,4.45,2WD,premium,Madinah,4,2,White,individual,0
Nesshan,sedan,4,2000,"49,734 SAR",2001,"41,358 SAR",7871,29.5,2WD,standard,Madinah,-2,3,Gray,individual,0
Shevy,suv,4,2000,"146,220 SAR",2003,"78,386 SAR",31927000mts,5.0,2WD,premium,RYD,5,4,Brown,company,0
JournalMotors,sedan,4,2004,,2007,"40,403 SAR",131277,8.28,2WD,standard,Makkah,9,1,White,individual,0
Nesshan,SUV,6,2006,"100,817 SAR",2007,"83,839 SAR",11758,15.7,4WD,standard,Riyadh,8,1,Black,individual,0
Masda,suv,4,1995,,1997,"78,309 SAR",23248,13.35,4WD,premium,Riyadh,4,2,Brown,individual,0
Huendae,suv,8,2001,"76,094 SAR",2005,"44,783 SAR",162187,6.16,2WD,standard,Dammam,-2,2,Silver,company,0
Honta,suv,4,2003,"79,168 SAR",2008,"40,848 SAR",92974000mts,9.1,2WD,standard,JED,-5,1,Silver,individual,1
Shevy,SEDAN,4,2005,,2008,"64,107 SAR",34076000mts,5.48,2WD,premium,Jeddah,3,4,Blue,individual,0
Honta,suv,4,1996,,2003,"37,992 SAR",158953,10.6,2WD,standard,DMM,-3,3,Silver,individual,1
Toyoda,suv,4,1997,"84,359 SAR",1998,"73,341 SAR",19245000mts,12.53,2WD,standard,Dhahran,-2,2,Black,individual,1
Shevy,sedan,4,1998,,2000,"55,555 SAR",79473000mts,9.96,2WD,premium,Makkah,-5,2,Black,individual,0
Huendae,crossover,4,2000,,2001,"69,483 SAR",15572,16.68,4WD,standard,Dhahran,-2,2,White,individual,1
Honta,sedan,4,2002,"51,744 SAR",2003,"37,162 SAR",37962000mts,14.01,2WD,standard,Riyadh,4,3,White,company,0
Shevy,sedan,4,2002,"72,441 SAR",2006,"34,715 SAR",40169,11.93,2WD,standard,Dammam,4,4,Black,company,0
Fourd,sedan,4,2004,"75,368 SAR",2013,"19,331 SAR",198049000mts,8.63,2WD,standard,Medina,4,2,Silver,individual,0
JournalMotors,sedan,8,1991,"58,262 SAR",1993,"38,384 SAR",80502,6.85,2WD,standard,RYD,2,3,Black,individual,0
JournalMotors,crossover,4,2002,"121,702 SAR",2008,"52,027 SAR",57036,4.92,2WD,premium,Dammam,5,3,Black,individual,0
Shevy,crossover,4,2002,"121,702 SAR",2007,"53,973 SAR",228935,6.0,2WD,premium,Jeddah,6,1,Gray,individual,1
Shevy,CROSSOVER,4,1992,"71,313 SAR",1996,"34,175 SAR",168088000mts,8.69,2WD,standard,Mecca,4,3,Red,individual,0
Toyoda,suv,6,2001,,2006,"58,973 SAR",88651,12.78,4WD,standard,Riyadh,4,1,Brown,individual,0
Wolksvagon,sedan,8,1999,"58,511 SAR",2006,"30,203 SAR",60087000mts,9.69,2WD,standard,Dhahran,13,4,Gray,individual,1
Nesshan,suv,8,2005,,2009,"55,108 SAR",85699000mts,8.37,4WD,standard,Madinah,5,1,Black,individual,0
JournalMotors,sedan,4,1990,"57,120 SAR",1998,"16,279 SAR",179896,5.57,2WD,standard,Dammam,-2,1,White,individual,0
BeEmW,crossover,4,1998,"80,310 SAR",2004,"34,332 SAR",102106,6.75,2WD,standard,DMM,10,1,Red,company,0
JournalMotors,SEDAN,4,2002,"101,418 SAR",2008,"48,173 SAR",132171,12.63,2WD,premium,JED,-3,2,Blue,individual,0
Huendae,suv,6,2001,"106,532 SAR",2002,"76,511 SAR",37869000mts,9.75,2WD,premium,Dhahran,5,3,Gray,individual,0
Shevy,sedan,6,1999,,2003,"41,322 SAR",92781,7.52,4WD,standard,RYD,8,1,Gray,individual,0
Shevy,SEDAN,4,2008,,2012,"64,016 SAR",64714,6.77,2WD,premium,JED,-5,2,Black,individual,0
JournalMotors,CROSSOVER,4,2008,"164,468 SAR",2014,"66,794 SAR",229588000mts,7.63,4WD,premium,Riyadh,6,2,Red,individual,0
Toyoda,sedan,4,2003,"76,001 SAR",2005,"57,422 SAR",15565,11.75,4WD,standard,Riyadh,-3,3,Silver,individual,0
Mercetes,sedan,4,2003,"124,136 SAR",2010,"58,964 SAR",148456,11.46,4WD,premium,Dammam,-5,1,White,company,0
Huendae,sedan,4,2003,"52,779 SAR",2006,"36,210 SAR",52332,18.52,2WD,standard,Makkah,6,2,Gray,individual,0
Masda,sedan,4,2004,,2008,"32,934 SAR",184417000mts,17.61,2WD,standard,Dhahran,8,1,Gray,individual,1
Mercetes,SUV,6,2000,,2003,"61,884 SAR",57111000mts,4.55,2WD,standard,Makkah,-3,3,Blue,company,1
Nesshan,suv,6,2000,"89,522 SAR",2008,"25,379 SAR",159814,11.45,4WD,standard,Dammam,-5,2,Black,individual,0
Nesshan,SUV,4,1996,"68,921 SAR",1999,"40,836 SAR",139355,14.62,2WD,standard,Dammam,10,3,Black,individual,0
Shevy,SEDAN,4,2004,"75,368 SAR",2013,"21,479 SAR",187991000mts,5.91,2WD,standard,Makkah,3,2,Black,individual,0
Fourd,suv,8,2006,,2010,"59,333 SAR",39821,3.86,2WD,standard,Riyadh,11,3,Blue,individual,0
Honta,SEDAN,4,1994,"44,163 SAR",1997,"30,298 SAR",64413,22.07,2WD,standard,Jeddah,6,2,Red,individual,0
Fourd,SEDAN,4,2005,,2009,"49,121 SAR",142863,8.51,4WD,standard,RYD,-2,2,Black,individual,0
Shevy,sedan,4,2004,"75,368 SAR",2007,"47,255 SAR",67676,7.68,2WD,standard,Makkah,3,2,Gray,individual,0
Honta,sedan,4,1998,,2005,"27,104 SAR",87807000mts,13.59,4WD,standard,Dammam,-5,2,Gray,company,0
JournalMotors,SEDAN,6,1997,,2002,"29,171 SAR",63208000mts,10.65,2WD,standard,Riyadh,4,3,Gray,individual,0
Masda,suv,4,1997,"70,299 SAR",2004,"36,814 SAR",332933,11.63,2WD,standard,Madinah,3,1,Gray,individual,1
BeEmW,crossover,4,1993,,1997,"40,770 SAR",38485000mts,9.19,2WD,standard,Makkah,2,3,Brown,individual,0
JournalMotors,SEDAN,4,2003,"73,890 SAR",2008,"34,494 SAR",91637,8.0,2WD,standard,Jeddah,8,1,Silver,individual,1
Toyoda,suv,4,2003,"95,002 SAR",2009,"51,375 SAR",229931,15.05,2WD,standard,JED,4,2,Blue,company,0
Geep,sedan,8,2008,"81,581 SAR",2015,"33,132 SAR",255862,4.74,2WD,standard,Jeddah,7,2,White,individual,0
Shevy,suv,6,1998,"120,465 SAR",2000,"75,188 SAR",48049,4.93,4WD,standard,RYD,4,1,Blue,individual,0
JournalMotors,sedan,4,2005,"129,151 SAR",2007,"84,640 SAR",24190,10.53,4WD,premium,Dhahran,-3,2,Black,individual,1
Mercetes,sedan,4,2002,"86,930 SAR",2006,"41,659 SAR",150948,10.9,4WD,standard,Madinah,9,2,White,individual,0
JournalMotors,crossover,8,1994,"74,194 SAR",1996,"41,793 SAR",82906,5.27,2WD,standard,Riyadh,-5,4,Black,individual,0
Toyoda,crossover,6,2004,"108,530 SAR",2008,"62,960 SAR",149859,11.41,2WD,premium,Riyadh,6,3,Red,individual,0
Fourd,sedan,4,2003,"73,890 SAR",2006,"39,611 SAR",125028,9.61,2WD,standard,DMM,11,2,Brown,individual,0
Mercetes,SEDAN,4,2002,,2007,"33,996 SAR",174159,5.83,2WD,standard,Riyadh,2,1,Silver,individual,0
Toyoda,sedan,4,2000,"71,618 SAR",2008,"24,461 SAR",82973000mts,15.53,4WD,standard,Mecca,-3,3,Red,company,0
JournalMotors,suv,6,2006,,2007,"89,167 SAR",46889,6.53,2WD,standard,DMM,3,1,White,individual,1
