Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Honta,suv,6,1993,"64,945 SAR",1997,"38,020 SAR",78821,11.17,2WD,standard,Dhahran,6,2,White,company,1
Wolksvagon,sedan,8,1991,"49,939 SAR",1997,"27,135 SAR",139547,8.25,2WD,standard,Madinah,12,1,White,company,1
Fourd,sedan,4,1998,"66,925 SAR",2002,"35,635 SAR",190009,10.41,2WD,standard,Dhahran,2,3,Brown,individual,0
Honta,suv,4,1999,"73,139 SAR",2001,"47,932 SAR",76208,12.84,2WD,standard,Dammam,5,3,Black,individual,0
Nesshan,suv,6,2001,"76,094 SAR",2008,"37,951 SAR",267918,10.31,2WD,standard,Riyadh,0,2,Gray,individual,0
Geep,suv,6,2006,"197,602 SAR",2008,"137,036 SAR",47657,6.29,4WD,premium,Dammam,2,2,Black,individual,0
Toyoda,sedan,4,1999,"58,511 SAR",2002,"37,970 SAR",144493,14.47,2WD,standard,Riyadh,6,1,Gray,individual,0
Toyoda,suv,4,2004,"96,902 SAR",2008,"72,322 SAR",28026,16.06,2WD,standard,Dammam,2,3,Silver,individual,0
Masda,suv,4,1998,"100,387 SAR",2006,"29,882 SAR",164810,11.05,2WD,premium,Riyadh,5,2,Black,individual,1
BeEmW,sedan,4,2004,"75,368 SAR",2005,"57,136 SAR",43866,6.7,2WD,standard,Dammam,1,2,Red,individual,1
Toyoda,suv,4,2004,"96,902 SAR",2004,"75,821 SAR",855,11.5,2WD,standard,Jeddah,9,2,Gray,company,1
Fourd,sedan,6,2002,"86,930 SAR",2004,"51,544 SAR",81582,5.53,4WD,standard,Dammam,6,2,Silver,individual,0
Masda,suv,4,2006,"84,014 SAR",2012,"37,617 SAR",255164,9.88,2WD,standard,Jeddah,7,4,Black,company,1
Honta,suv,4,1991,"62,424 SAR",1996,"37,491 SAR",100636,15.95,2WD,standard,Jeddah,1,3,Gray,individual,0
Masda,crossover,4,1997,"56,239 SAR",2000,"35,076 SAR",55548,9.98,2WD,standard,Madinah,9,3,Black,individual,0
Honta,suv,6,2004,"113,052 SAR",2006,"70,385 SAR",80049,11.43,2WD,premium,Dhahran,8,4,Black,individual,0
Toyoda,sedan,4,1992,"71,313 SAR",1995,"53,585 SAR",63668,16.53,2WD,premium,Dammam,9,2,Silver,company,0
Fourd,sedan,4,2005,"92,251 SAR",2011,"39,437 SAR",60200,9.49,4WD,standard,Makkah,5,2,Black,individual,0
JournalMotors,suv,4,2002,"108,662 SAR",2007,"45,895 SAR",234022,2.16,2WD,standard,Madinah,8,1,Black,company,0
Masda,sedan,8,2005,"76,875 SAR",2008,"47,946 SAR",24348,8.92,2WD,premium,Madinah,7,2,Black,individual,0
Shevy,suv,4,2005,"161,439 SAR",2013,"41,409 SAR",66745,2.84,2WD,premium,Madinah,7,2,Black,company,0
Honta,sedan,4,1999,"58,511 SAR",2006,"30,411 SAR",153271,16.85,4WD,standard,Jeddah,4,2,White,company,0
Shevy,crossover,4,1999,"114,682 SAR",2005,"51,477 SAR",116856,8.26,2WD,premium,Dammam,5,3,Silver,individual,1
Fourd,crossover,4,2000,"100,265 SAR",2001,"61,894 SAR",42593,4.54,4WD,standard,Dammam,10,4,Silver,company,0
JournalMotors,sedan,4,2005,"76,875 SAR",2009,"38,779 SAR",88990,4.15,2WD,standard,Jeddah,6,3,Brown,individual,0
Nesshan,sedan,4,1998,"47,803 SAR",2000,"36,274 SAR",36179,22.39,2WD,standard,Madinah,7,3,Red,individual,0
Wolksvagon,suv,4,2003,"133,003 SAR",2010,"65,387 SAR",269433,10.39,2WD,premium,Riyadh,5,1,Black,individual,0
Fourd,sedan,6,2001,"85,225 SAR",2005,"38,800 SAR",193160,6.63,4WD,standard,Makkah,10,4,White,company,0
JournalMotors,suv,4,2007,"143,967 SAR",2012,"63,847 SAR",203929,5.89,4WD,standard,Makkah,11,2,Brown,individual,1
Nesshan,sedan,4,2005,"54,911 SAR",2011,"29,966 SAR",125687,19.34,2WD,standard,Jeddah,4,1,Silver,individual,1
Huendae,suv,4,2006,"100,817 SAR",2011,"54,495 SAR",59307,15.19,4WD,standard,Makkah,6,2,White,individual,0
Toyoda,suv,4,2003,"159,604 SAR",2011,"52,034 SAR",173119,12.73,4WD,premium,Jeddah,6,3,White,individual,1
Shevy,suv,4,1999,"102,395 SAR",2002,"64,201 SAR",25321,4.63,2WD,standard,Jeddah,1,2,Gray,company,0
Huendae,suv,8,1996,"82,705 SAR",2000,"43,806 SAR",188382,6.65,4WD,standard,Makkah,9,3,Gray,individual,0
Toyoda,sedan,4,2000,"71,618 SAR",2006,"43,033 SAR",92795,19.35,4WD,standard,Madinah,3,4,Black,individual,0
Masda,crossover,6,2001,"73,050 SAR",2004,"43,283 SAR",29772,9.45,4WD,standard,Makkah,4,4,Gray,individual,0
Mercetes,sedan,4,1997,"65,612 SAR",2004,"26,580 SAR",288010,5.77,2WD,standard,Makkah,13,4,Black,individual,1
Huendae,crossover,6,2008,"83,912 SAR",2010,"57,886 SAR",13689,9.57,4WD,standard,Dammam,5,1,Gray,individual,0
Shevy,sedan,8,2007,"79,981 SAR",2012,"39,510 SAR",52313,3.75,2WD,standard,Riyadh,3,3,Silver,individual,0
Fourd,crossover,4,2004,"90,442 SAR",2011,"34,894 SAR",294927,4.44,2WD,standard,Makkah,6,4,Black,individual,0
Nesshan,suv,4,2002,"77,616 SAR",2006,"49,982 SAR",29381,17.13,2WD,standard,Riyadh,5,3,Black,individual,1
Nesshan,suv,6,2008,"104,890 SAR",2011,"68,690 SAR",35294,9.44,4WD,standard,Riyadh,5,2,Red,individual,1
Toyoda,suv,8,2005,"166,052 SAR",2013,"48,981 SAR",147170,6.57,4WD,premium,Dammam,4,4,Black,individual,0
JournalMotors,crossover,4,1998,"96,372 SAR",2000,"60,150 SAR",33094,11.21,4WD,standard,Dhahran,5,1,Red,individual,0
Fourd,suv,4,1998,"100,387 SAR",2001,"56,648 SAR",68253,4.62,2WD,standard,Madinah,4,1,Silver,company,0
Wolksvagon,suv,4,2007,"102,833 SAR",2014,"53,216 SAR",146704,9.31,2WD,standard,Jeddah,12,3,Gray,individual,0
Fourd,sedan,4,2004,"75,368 SAR",2012,"20,298 SAR",47691,5.83,2WD,standard,Jeddah,5,2,Gray,individual,1
JournalMotors,sedan,4,2006,"78,413 SAR",2013,"31,845 SAR",301205,6.83,2WD,standard,Makkah,7,1,Blue,individual,0
Nesshan,suv,8,2001,"76,094 SAR",2009,"21,572 SAR",186739,8.73,2WD,standard,Madinah,5,3,Silver,individual,0
Geep,sedan,4,2005,"92,251 SAR",2012,"39,437 SAR",151882,12.61,4WD,standard,Riyadh,9,2,Gray,individual,0
Toyoda,suv,6,1996,"82,705 SAR",2005,"25,679 SAR",93738,10.96,2WD,standard,Dhahran,8,2,White,company,0
Fourd,sedan,4,1998,"66,925 SAR",1999,"45,776 SAR",19659,5.43,2WD,standard,Dhahran,9,2,White,individual,0
Toyoda,suv,8,2000,"89,522 SAR",2004,"49,199 SAR",206663,7.9,2WD,standard,Jeddah,5,2,White,individual,0
Wolksvagon,sedan,8,1997,"56,239 SAR",2003,"30,558 SAR",116349,6.83,2WD,standard,Madinah,6,2,Silver,individual,1
Honta,suv,6,2003,"79,168 SAR",2011,"24,688 SAR",89258,15.16,2WD,standard,Riyadh,8,3,White,individual,0
Masda,suv,4,2006,"100,817 SAR",2008,"77,276 SAR",36260,13.81,4WD,standard,Dammam,1,2,White,individual,0
Huendae,sedan,4,1994,"44,163 SAR",1996,"37,236 SAR",40681,26.25,2WD,standard,Madinah,0,1,Black,individual,0
JournalMotors,suv,4,2004,"113,052 SAR",2009,"50,137 SAR",204528,6.12,2WD,standard,Madinah,5,2,Gray,individual,1
Shevy,suv,8,2001,"106,532 SAR",2008,"43,265 SAR",241032,4.92,2WD,standard,Dhahran,6,1,Gray,individual,0
Nesshan,sedan,4,2004,"53,834 SAR",2012,"19,586 SAR",159763,24.62,2WD,standard,Dhahran,1,3,Gray,individual,1
Honta,suv,4,2006,"100,817 SAR",2010,"59,333 SAR",180662,9.89,4WD,standard,Riyadh,3,3,Black,individual,0
Honta,suv,4,2005,"115,313 SAR",2009,"58,024 SAR",156017,12.69,2WD,premium,Riyadh,13,4,Gray,company,0
Nesshan,sedan,4,1999,"48,759 SAR",2007,"16,894 SAR",55776,20.02,2WD,standard,Madinah,3,2,Gray,individual,0
Masda,suv,8,2006,"100,817 SAR",2011,"55,046 SAR",113615,6.18,4WD,standard,Jeddah,2,3,Gray,company,0
Masda,sedan,4,2006,"56,009 SAR",2013,"32,345 SAR",85664,21.25,2WD,standard,Makkah,1,2,White,individual,0
Wolksvagon,suv,4,1997,"84,359 SAR",1999,"70,819 SAR",18578,11.7,2WD,standard,Madinah,2,3,White,individual,0
Geep,sedan,4,1998,"66,925 SAR",2001,"41,961 SAR",36095,13.61,2WD,standard,Dhahran,1,3,Silver,individual,0
BeEmW,sedan,4,2004,"105,516 SAR",2004,"68,203 SAR",970,9.63,2WD,premium,Madinah,5,3,Gray,company,1
Toyoda,suv,6,2000,"89,522 SAR",2005,"45,771 SAR",224281,6.28,2WD,standard,Jeddah,9,3,Red,individual,0
Toyoda,suv,4,2000,"125,332 SAR",2001,"103,774 SAR",7469,12.82,2WD,premium,Jeddah,12,2,Red,individual,0
Wolksvagon,suv,4,2004,"96,902 SAR",2012,"30,012 SAR",346333,5.82,2WD,standard,Dammam,11,2,Black,individual,1
Fourd,suv,8,1999,"102,395 SAR",2005,"45,962 SAR",73817,4.56,2WD,standard,Riyadh,4,2,Gray,individual,1
BeEmW,suv,4,2003,"186,204 SAR",2007,"93,930 SAR",76526,7.6,4WD,premium,Makkah,5,3,Gray,individual,0
Honta,sedan,4,2005,"54,911 SAR",2009,"33,677 SAR",83582,22.06,2WD,standard,Jeddah,12,1,Gray,individual,0
JournalMotors,sedan,4,2005,"76,875 SAR",2010,"34,178 SAR",69396,11.82,2WD,standard,Jeddah,4,1,Silver,individual,0
Masda,suv,4,1994,"111,291 SAR",2002,"31,550 SAR",149365,9.01,4WD,premium,Makkah,13,2,White,individual,0
JournalMotors,sedan,8,2003,"73,890 SAR",2005,"48,424 SAR",23629,5.44,2WD,standard,Riyadh,8,3,Red,individual,1
Wolksvagon,suv,4,1997,"84,359 SAR",2000,"57,625 SAR",33020,8.02,2WD,standard,Makkah,7,1,Red,company,0
Toyoda,suv,6,2005,"118,608 SAR",2010,"63,834 SAR",60866,10.11,4WD,standard,Riyadh,6,1,Red,individual,0
Shevy,suv,4,1995,"113,517 SAR",2000,"47,946 SAR",188883,5.34,4WD,standard,Dammam,8,3,White,individual,0
Huendae,suv,8,1996,"68,921 SAR",2001,"33,867 SAR",108542,5.55,2WD,standard,Makkah,7,3,Blue,company,0
Fourd,sedan,4,1997,"78,735 SAR",2004,"37,399 SAR",158080,9.09,4WD,standard,Dammam,2,2,Silver,individual,0
Wolksvagon,suv,4,2005,"98,840 SAR",2009,"57,338 SAR",159394,7.84,2WD,standard,Dhahran,4,1,Black,individual,0
Nesshan,suv,4,1994,"66,244 SAR",2002,"18,780 SAR",131766,13.1,2WD,standard,Madinah,6,2,White,individual,0
Shevy,crossover,4,2001,"85,225 SAR",2005,"42,991 SAR",80247,7.0,2WD,standard,Dammam,8,3,Red,individual,0
Nesshan,crossover,6,1998,"57,364 SAR",2001,"35,688 SAR",124303,10.25,2WD,standard,Dammam,9,3,White,individual,1
Masda,sedan,4,2001,"50,729 SAR",2001,"39,865 SAR",1138,18.1,2WD,standard,Makkah,5,2,Silver,individual,1
Huendae,sedan,4,1993,"43,297 SAR",1997,"27,881 SAR",39508,21.87,2WD,standard,Dammam,4,3,Gray,individual,1
Toyoda,crossover,4,1992,"61,125 SAR",1994,"46,182 SAR",26590,13.83,2WD,standard,Riyadh,7,3,Silver,individual,0
Nesshan,sedan,4,1995,"63,065 SAR",1998,"43,267 SAR",68414,15.77,2WD,premium,Dammam,4,1,Black,company,0
Toyoda,suv,4,2005,"98,840 SAR",2013,"32,224 SAR",175305,14.02,2WD,standard,Dammam,4,3,White,individual,1
Wolksvagon,sedan,4,2005,"65,893 SAR",2007,"49,785 SAR",23438,10.79,2WD,standard,Riyadh,5,2,Black,individual,0
Nesshan,suv,4,2003,"79,168 SAR",2006,"54,314 SAR",53382,16.41,2WD,standard,Jeddah,7,1,Black,company,0
Toyoda,sedan,4,2004,"64,601 SAR",2010,"35,102 SAR",66240,8.69,2WD,standard,Madinah,8,2,Red,individual,1
JournalMotors,sedan,4,2002,"72,441 SAR",2003,"47,072 SAR",39824,6.03,2WD,standard,Madinah,8,3,Gray,individual,0
Fourd,sedan,4,2007,"79,981 SAR",2007,"51,698 SAR",936,6.4,2WD,standard,Dhahran,4,2,Red,individual,1
Toyoda,suv,4,1998,"86,046 SAR",2002,"61,301 SAR",74013,13.55,2WD,standard,Jeddah,3,1,Red,individual,1
Shevy,sedan,4,1997,"65,612 SAR",2002,"29,171 SAR",81388,7.28,2WD,standard,Riyadh,7,2,Silver,individual,0
Shevy,sedan,4,2008,"81,581 SAR",2015,"36,813 SAR",318255,6.57,2WD,standard,Madinah,3,3,Silver,individual,0
Wolksvagon,sedan,4,2004,"77,522 SAR",2007,"52,955 SAR",65271,13.87,4WD,standard,Dhahran,7,2,Blue,individual,0
Fourd,crossover,4,1998,"80,310 SAR",2001,"45,318 SAR",54455,4.45,2WD,standard,Dammam,8,2,Silver,individual,0
Fourd,sedan,4,2006,"109,778 SAR",2009,"61,947 SAR",60532,12.7,2WD,premium,Makkah,13,3,Gray,individual,0
Shevy,sedan,6,2002,"72,441 SAR",2011,"20,645 SAR",86622,6.78,2WD,standard,Jeddah,1,2,Black,individual,0
Honta,suv,8,2004,"80,752 SAR",2008,"42,772 SAR",166623,6.7,2WD,standard,Jeddah,8,2,Black,individual,0
Huendae,suv,4,2003,"79,168 SAR",2007,"51,496 SAR",67427,8.15,2WD,standard,Dammam,2,2,Black,individual,1
Huendae,sedan,6,2003,"52,779 SAR",2008,"30,258 SAR",97693,11.21,2WD,standard,Riyadh,3,1,White,company,1
JournalMotors,sedan,4,1999,"68,263 SAR",2004,"33,721 SAR",42542,6.91,2WD,standard,Madinah,2,1,Gray,individual,0
Toyoda,crossover,6,2007,"82,266 SAR",2009,"65,609 SAR",21746,8.14,2WD,standard,Madinah,2,4,Silver,individual,0
Nesshan,sedan,4,1999,"58,511 SAR",2003,"35,885 SAR",69572,15.49,4WD,standard,Riyadh,5,2,Gray,company,0
Shevy,crossover,4,2003,"106,402 SAR",2008,"47,306 SAR",56347,8.43,4WD,standard,Madinah,4,3,Silver,individual,0
JournalMotors,sedan,4,1992,"59,427 SAR",1996,"34,974 SAR",53241,8.19,2WD,standard,Jeddah,1,2,Gray,individual,1
Fourd,sedan,4,2006,"109,778 SAR",2013,"46,930 SAR",149977,5.89,2WD,premium,Jeddah,8,3,White,individual,0
Honta,suv,4,2002,"93,139 SAR",2007,"43,480 SAR",181777,9.51,4WD,standard,Jeddah,4,1,Blue,individual,0
Shevy,crossover,8,1994,"103,871 SAR",1998,"52,397 SAR",80771,2.93,2WD,premium,Jeddah,4,2,Red,individual,0
Shevy,sedan,4,2005,"76,875 SAR",2010,"37,881 SAR",202483,4.36,2WD,standard,Jeddah,2,1,Black,individual,1
Honta,suv,8,2002,"77,616 SAR",2006,"45,438 SAR",81430,7.82,2WD,standard,Dhahran,8,2,Black,company,1
Huendae,sedan,4,2003,"52,779 SAR",2008,"28,529 SAR",92301,20.8,2WD,standard,Dammam,8,3,Red,individual,0
Nesshan,suv,4,2003,"79,168 SAR",2007,"44,140 SAR",85573,14.34,2WD,standard,Riyadh,9,1,Gray,individual,0
Fourd,suv,8,2004,"158,274 SAR",2011,"71,045 SAR",134501,2.57,2WD,premium,Dammam,5,3,Gray,individual,1
Nesshan,sedan,4,2004,"53,834 SAR",2007,"43,089 SAR",55777,17.67,2WD,standard,Makkah,1,1,Black,company,1
Shevy,sedan,4,1995,"75,678 SAR",1997,"49,596 SAR",39944,6.73,4WD,standard,Dammam,5,3,Silver,company,1
Shevy,sedan,8,2003,"88,668 SAR",2010,"39,800 SAR",67003,2.18,4WD,standard,Jeddah,9,2,Gray,individual,1
Toyoda,suv,4,2004,"116,283 SAR",2009,"66,060 SAR",179011,10.83,4WD,standard,Jeddah,2,1,Blue,individual,0
Nesshan,crossover,4,2003,"76,001 SAR",2005,"57,672 SAR",39926,16.77,4WD,standard,Madinah,6,2,Black,individual,0
Masda,sedan,4,2002,"51,744 SAR",2006,"28,777 SAR",175728,12.41,2WD,standard,Riyadh,4,2,Red,individual,1
Fourd,suv,4,2004,"113,052 SAR",2010,"45,913 SAR",284354,8.53,2WD,standard,Jeddah,4,2,Silver,individual,0
Honta,sedan,8,2003,"73,890 SAR",2007,"45,774 SAR",44262,9.08,2WD,premium,Dammam,1,2,White,individual,0
Geep,suv,4,2003,"155,170 SAR",2010,"70,020 SAR",246602,8.1,2WD,premium,Dammam,2,2,Silver,individual,0
Huendae,suv,4,2003,"79,168 SAR",2007,"48,921 SAR",169925,11.49,2WD,standard,Makkah,3,1,Black,individual,1
Honta,sedan,6,1999,"48,759 SAR",2004,"29,284 SAR",68902,17.86,2WD,standard,Dammam,3,2,Red,individual,0
Shevy,sedan,6,1998,"66,925 SAR",2001,"41,961 SAR",60611,5.69,2WD,standard,Makkah,1,1,Silver,company,0
Honta,suv,6,2003,"95,002 SAR",2008,"44,349 SAR",206993,9.18,4WD,standard,Dhahran,10,3,Gray,individual,0
JournalMotors,suv,6,2000,"104,443 SAR",2004,"50,051 SAR",74192,2.24,2WD,standard,Makkah,7,4,White,individual,0
Toyoda,suv,4,2003,"133,003 SAR",2006,"90,854 SAR",53273,11.76,2WD,premium,Makkah,7,3,Black,individual,0
Nesshan,crossover,4,2006,"94,096 SAR",2014,"29,343 SAR",151905,15.09,2WD,premium,Dhahran,7,3,Black,company,0
Huendae,crossover,8,2000,"71,618 SAR",2004,"39,930 SAR",66562,12.18,4WD,standard,Makkah,14,1,Silver,individual,0
Masda,sedan,4,1996,"77,191 SAR",1998,"61,503 SAR",23254,19.42,4WD,premium,Riyadh,6,2,Silver,individual,1
BeEmW,sedan,4,1992,"59,427 SAR",1998,"26,675 SAR",119429,7.72,2WD,standard,Madinah,11,3,Silver,company,1
Shevy,suv,4,2008,"122,372 SAR",2009,"87,887 SAR",18865,5.44,2WD,standard,Makkah,7,3,Gray,company,1
Honta,crossover,4,1994,"74,194 SAR",2001,"38,562 SAR",54890,15.44,2WD,premium,Jeddah,4,2,Black,individual,0
Shevy,suv,8,2000,"104,443 SAR",2004,"61,467 SAR",78917,2.46,2WD,standard,Madinah,3,3,Silver,individual,1
Wolksvagon,sedan,6,1999,"70,214 SAR",2002,"53,292 SAR",20190,9.96,4WD,standard,Riyadh,2,1,White,company,0
Shevy,suv,4,1997,"118,103 SAR",2005,"31,808 SAR",75933,6.22,4WD,standard,Riyadh,6,3,Blue,individual,1
Fourd,suv,4,2001,"127,838 SAR",2005,"60,941 SAR",204804,4.86,4WD,standard,Dhahran,8,2,Gray,individual,1
Masda,suv,4,1999,"73,139 SAR",2005,"42,237 SAR",95866,15.82,2WD,standard,Madinah,3,2,Blue,individual,0
JournalMotors,suv,4,2001,"106,532 SAR",2009,"28,691 SAR",140756,4.59,2WD,standard,Dhahran,4,3,Black,individual,1
BeEmW,sedan,4,2001,"71,021 SAR",2003,"44,327 SAR",14325,4.98,2WD,standard,Jeddah,5,3,Black,individual,0
Toyoda,suv,4,2007,"123,400 SAR",2007,"91,957 SAR",1185,10.78,4WD,standard,Makkah,11,3,Black,individual,0
Toyoda,sedan,4,1991,"49,939 SAR",1997,"31,586 SAR",97544,20.95,2WD,standard,Riyadh,0,3,Brown,individual,0
Fourd,crossover,4,2002,"104,316 SAR",2009,"44,595 SAR",149248,8.32,4WD,standard,Dammam,6,2,Red,individual,0
JournalMotors,sedan,4,1996,"77,191 SAR",1998,"48,178 SAR",42330,5.51,4WD,standard,Jeddah,4,2,Blue,individual,0
Shevy,suv,4,2008,"146,846 SAR",2011,"92,072 SAR",61721,2.86,4WD,standard,Dhahran,3,3,Black,company,0
Shevy,suv,4,2005,"115,313 SAR",2005,"70,986 SAR",1298,6.12,2WD,standard,Dammam,8,2,Red,individual,0
Fourd,sedan,6,2005,"92,251 SAR",2014,"23,662 SAR",101136,5.13,4WD,standard,Dammam,5,2,Gray,company,0
Geep,suv,8,2002,"108,662 SAR",2008,"44,130 SAR",218348,3.1,2WD,standard,Madinah,7,1,White,individual,0
Masda,suv,4,2004,"135,663 SAR",2006,"102,945 SAR",46140,15.59,4WD,premium,Dammam,9,1,Gray,company,0
Honta,crossover,4,2006,"80,653 SAR",2011,"44,036 SAR",41245,12.71,4WD,standard,Dhahran,2,2,Red,individual,0
Fourd,suv,4,2002,"182,553 SAR",2007,"81,163 SAR",112458,7.04,4WD,premium,Dhahran,10,2,Red,individual,0
JournalMotors,crossover,8,2002,"121,702 SAR",2006,"61,392 SAR",82624,4.3,2WD,premium,Riyadh,8,2,Black,individual,0
Nesshan,crossover,8,2000,"59,681 SAR",2002,"43,229 SAR",38159,8.75,2WD,standard,Jeddah,10,1,Black,individual,1
JournalMotors,crossover,4,1996,"77,191 SAR",2002,"31,349 SAR",252815,4.9,2WD,standard,Jeddah,11,2,Gray,individual,0
Fourd,sedan,4,2008,"81,581 SAR",2009,"53,011 SAR",39811,3.95,2WD,standard,Jeddah,9,3,Silver,company,0
Nesshan,sedan,4,1999,"48,759 SAR",2001,"43,166 SAR",15438,27.93,2WD,standard,Dammam,3,2,Silver,individual,1
JournalMotors,suv,8,2004,"113,052 SAR",2006,"70,561 SAR",28570,3.49,2WD,standard,Dhahran,8,1,Black,individual,0
Huendae,sedan,4,2002,"51,744 SAR",2011,"16,136 SAR",199125,19.54,2WD,standard,Madinah,5,2,Silver,company,0
JournalMotors,suv,4,2004,"113,052 SAR",2006,"67,033 SAR",39630,8.33,2WD,standard,Dhahran,4,4,Blue,individual,0
Shevy,suv,4,2004,"113,052 SAR",2006,"74,089 SAR",15540,5.04,2WD,standard,Dammam,7,1,Gray,company,1
Honta,suv,6,1998,"100,387 SAR",2001,"65,741 SAR",22746,14.1,2WD,premium,Madinah,11,2,Gray,individual,1
Fourd,crossover,4,2006,"94,096 SAR",2013,"46,930 SAR",114341,7.47,2WD,standard,Makkah,1,1,White,individual,1
Shevy,suv,4,2003,"155,170 SAR",2010,"66,335 SAR",85647,5.06,2WD,premium,Riyadh,6,1,Black,individual,0
Shevy,suv,8,1994,"129,839 SAR",1998,"65,497 SAR",55547,2.67,2WD,premium,Dhahran,6,3,Black,company,0
Wolksvagon,suv,8,2004,"96,902 SAR",2010,"55,718 SAR",134507,5.65,2WD,standard,Dhahran,3,3,Black,company,0
Toyoda,crossover,4,1999,"70,214 SAR",2004,"39,678 SAR",90756,11.97,2WD,standard,Riyadh,9,3,Black,individual,1
Nesshan,suv,4,2004,"96,902 SAR",2008,"56,729 SAR",78228,14.94,4WD,standard,Madinah,9,2,White,individual,1
Wolksvagon,suv,6,2001,"91,313 SAR",2008,"52,504 SAR",166514,7.68,2WD,standard,Madinah,3,3,Gray,individual,0
Shevy,crossover,4,2002,"104,316 SAR",2005,"61,808 SAR",58900,8.94,4WD,standard,Dammam,11,2,Gray,company,1
JournalMotors,sedan,4,1999,"68,263 SAR",2006,"30,803 SAR",270209,6.6,2WD,standard,Dhahran,2,1,White,individual,0
Toyoda,suv,4,2004,"135,663 SAR",2006,"119,583 SAR",39266,10.93,2WD,premium,Riyadh,2,1,Black,company,1
Shevy,crossover,4,2006,"94,096 SAR",2008,"61,992 SAR",83356,4.75,2WD,standard,Dammam,0,3,Red,company,0
Shevy,sedan,8,1996,"64,326 SAR",2002,"27,499 SAR",56127,3.1,2WD,standard,Dhahran,6,1,Red,individual,0
Masda,sedan,4,2003,"52,779 SAR",2007,"30,898 SAR",39054,13.73,2WD,standard,Madinah,5,2,Gray,individual,1
Toyoda,suv,4,1995,"81,083 SAR",1999,"57,765 SAR",39095,8.73,2WD,standard,Jeddah,2,3,Gray,individual,1
JournalMotors,suv,4,1998,"120,465 SAR",2000,"79,365 SAR",88371,6.87,4WD,standard,Makkah,1,2,Blue,company,0
Toyoda,sedan,4,1997,"78,735 SAR",2005,"31,373 SAR",186447,15.75,2WD,premium,Makkah,3,3,Blue,company,1
Huendae,sedan,4,2001,"50,729 SAR",2004,"40,604 SAR",62603,21.75,2WD,standard,Dammam,3,1,Red,individual,1
Shevy,suv,4,1993,"90,924 SAR",2001,"23,322 SAR",134346,6.89,2WD,standard,Jeddah,5,2,White,individual,0
Huendae,crossover,4,2002,"62,093 SAR",2005,"43,030 SAR",24125,14.9,2WD,standard,Madinah,2,2,Black,individual,0
Toyoda,sedan,6,1998,"80,310 SAR",2001,"57,602 SAR",30857,12.72,2WD,premium,Madinah,12,2,Silver,individual,1
Honta,sedan,8,1998,"66,925 SAR",2005,"35,135 SAR",65064,11.47,2WD,premium,Dhahran,1,2,Red,individual,0
Masda,crossover,4,1995,"64,866 SAR",2001,"37,460 SAR",81806,19.15,4WD,standard,Dhahran,3,1,White,individual,0
Honta,sedan,4,2004,"64,601 SAR",2008,"37,639 SAR",192402,17.96,4WD,standard,Dhahran,4,2,Gray,individual,0
Honta,suv,4,2009,"89,156 SAR",2016,"42,126 SAR",145815,9.09,2WD,standard,Riyadh,7,1,Gray,individual,0
Shevy,crossover,4,2001,"85,225 SAR",2006,"39,996 SAR",205385,8.34,2WD,standard,Dammam,2,2,Silver,company,0
Toyoda,sedan,8,2005,"65,893 SAR",2009,"44,596 SAR",160255,11.95,2WD,standard,Dammam,3,3,White,individual,1
Toyoda,suv,4,1997,"118,103 SAR",1999,"89,232 SAR",15435,11.26,2WD,premium,Madinah,5,2,Gray,company,0
Nesshan,suv,4,2001,"91,313 SAR",2006,"47,245 SAR",164602,14.43,4WD,standard,Makkah,3,4,White,individual,1
Mercetes,suv,4,1997,"98,419 SAR",1999,"68,253 SAR",18250,3.32,2WD,standard,Dammam,2,1,Gray,individual,0
Nesshan,suv,4,1996,"82,705 SAR",1998,"59,906 SAR",21145,11.7,4WD,standard,Makkah,12,3,Silver,individual,1
Honta,sedan,4,2002,"51,744 SAR",2007,"27,899 SAR",230969,22.16,2WD,standard,Dammam,12,2,Blue,individual,1
Masda,sedan,4,1992,"50,937 SAR",1998,"22,807 SAR",236705,10.05,4WD,standard,Makkah,7,4,Blue,individual,1
JournalMotors,sedan,4,2006,"78,413 SAR",2008,"51,388 SAR",19465,9.09,2WD,standard,Jeddah,6,2,Black,company,1
Huendae,sedan,4,1999,"58,511 SAR",2005,"28,890 SAR",260794,18.25,4WD,standard,Jeddah,8,3,Black,individual,0
Honta,crossover,6,1999,"58,511 SAR",2006,"26,264 SAR",315343,10.46,2WD,standard,Jeddah,10,1,Gray,individual,0
Shevy,sedan,6,1996,"64,326 SAR",2002,"26,124 SAR",265495,8.18,2WD,standard,Madinah,6,1,Red,individual,0
Nesshan,suv,8,2002,"77,616 SAR",2005,"56,477 SAR",62660,9.23,2WD,standard,Jeddah,0,3,Black,individual,1
JournalMotors,suv,4,2004,"113,052 SAR",2010,"48,329 SAR",114766,4.3,2WD,standard,Dhahran,4,2,Red,individual,0
Fourd,suv,6,2001,"106,532 SAR",2007,"45,542 SAR",78654,3.9,2WD,standard,Riyadh,13,2,Gray,individual,0
Honta,sedan,4,2006,"56,009 SAR",2012,"25,141 SAR",261822,14.3,2WD,standard,Dhahran,4,3,Red,individual,0
